P(|uninhabited) = 1.011525
P(to|unknown or) = 1.011660
P(or|unknown) = 0.505763
P(pacific|up the) = 0.505830
P(the|up) = 1.011525
P(also|urdaneta who) = 1.011660
P(who|urdaneta) = 1.011525
P(claim|used to) = 1.011660
P(to|used) = 1.011525
P(his|vagueness of) = 1.011660
P(of|vagueness) = 1.011525
P(1530s|validates early) = 1.011660
P(early|validates) = 1.011525
P(california|ventura county) = 1.011660
P(county|ventura) = 1.011525
P(or|venture two) = 1.011660
P(two|venture) = 1.011525
P(rebaptized|very likely) = 1.011660
P(likely|very) = 1.011525
P(new|viceroy of) = 1.011660
P(possession|viceroy took) = 1.011660
P(took|viceroy) = 0.505763
P(100|victoria c) = 1.011660
P(s|victoria cabrilho) = 1.011660
P(honor|victoria in) = 1.011660
P(in|victoria) = 0.337175
P(the|villages on) = 1.011660
P(on|villages) = 1.011525
P(two|villalobos and) = 1.011660
P(and|villalobos) = 1.011525
P(pampilhosa|viseu or) = 1.011660
P(or|viseu) = 1.011525
P(before|voyage appeared) = 1.011660
P(new|voyage from) = 1.011660
P(from|voyage) = 0.505763
P(of|warring provinces) = 1.011660
P(provinces|warring) = 1.011525
P(injury|warriors the) = 1.011660
P(the|warriors) = 1.011525
P(iberian|was an) = 1.011660
P(or|was born) = 0.505830
P(a|was buried) = 1.011660
P(as|was described) = 1.011660
P(spain|was from) = 1.011660
P(when|was killed) = 1.011660
P(found|was later) = 1.011660
P(all|was lost) = 1.011660
P(victoria|was named) = 0.505830
P(spanish|was not) = 1.011660
P(of|was one) = 1.011660
P(bartolome|was portuguese) = 1.011660
P(at|was pronounced) = 1.011660
P(off|was sent) = 1.011660
P(possible|was the) = 0.337220
P(commissioned|was then) = 1.011660
P(siege|was under) = 1.011660
P(|was uninhabited) = 1.011660
P(or|was unknown) = 1.011660
P(likely|was very) = 1.011660
P(very|was) = 0.042147
P(no|waters where) = 1.011660
P(where|waters) = 1.011525
P(china|way to) = 1.011660
P(to|way) = 1.011525
P(the|week in) = 1.011660
P(he|week later) = 1.011660
P(later|week) = 0.505763
P(the|went to) = 1.011660
P(to|went) = 1.011525
P(l|were in) = 1.011660
P(of|were property) = 1.011660
P(north|were sent) = 1.011660
P(sent|were) = 0.337175
P(of|west coast) = 1.011660
P(coast|west) = 1.011525
P(did|what cabrillo) = 1.011660
P(now|what is) = 1.011660
P(eventually|what would) = 1.011660
P(would|what) = 0.337175
P(offered|when cabrilho) = 1.011660
P(stumbled|when he) = 1.011660
P(horse|when his) = 1.011660
P(his|when) = 0.337175
P(the|where allegedly) = 1.011660
P(tradition|where local) = 1.011660
P(spanish|where no) = 1.011660
P(arrived|where they) = 1.011660
P(they|where) = 0.252881
P(named|which he) = 1.011660
P(river|which northern) = 1.011660
P(named|which they) = 0.505830
P(very|which was) = 0.337220
P(was|which) = 0.433511
P(mexico|while in) = 1.011660
P(to|while trying) = 1.011660
P(trying|while) = 0.505763
P(had|who also) = 1.011660
P(been|who had) = 1.011660
P(to|who used) = 1.011660
P(used|who) = 0.337175
P(they|whom however) = 1.011660
P(however|whom) = 1.011525
P(sired|wife and) = 1.011660
P(and|wife) = 1.011525
P(n|with hern) = 1.011660
P(and|with him) = 1.011660
P(bay|with hudson) = 1.011660
P(same|with the) = 1.011660
P(ancestral|with their) = 1.011660
P(ships|with three) = 1.011660
P(three|with) = 0.168588
P(of|within sight) = 1.011660
P(sight|within) = 1.011525
P(a|witness from) = 1.011660
P(biography|witness s) = 1.011660
P(s|witness) = 0.505763
P(his|woman as) = 1.011660
P(santa|woman now) = 1.011660
P(now|woman) = 0.505763
P(become|would eventually) = 1.011660
P(for|would repeat) = 1.011660
P(repeat|would) = 0.505763
P(years|written 60) = 1.011660
P(60|written) = 1.011525
P(by|xexo ruled) = 1.011660
P(ruled|xexo) = 1.011525
P(ventura|xucu now) = 1.011660
P(now|xucu) = 1.011525
P(firme|y tierra) = 1.011660
P(in|y tordesillas) = 1.011660
P(tordesillas|y) = 0.505763
P(cabrillo|years after) = 1.011660
P(after|years) = 1.011525
P(and|young man) = 1.011660
P(man|young) = 1.011525
